,Player,Actual_Salary,Adjusted_Salary,Year
0,LeBron James,30963450,32906550,2016
1,Al Horford,26540100,28205614,2016
2,Kevin Durant,26540100,28205614,2016
3,James Harden,26540100,28205614,2016
4,Mike Conley,26540100,28205614,2016
5,Russell Westbrook,26540100,28205614,2016
6,DeMar DeRozan,26540100,28205614,2016
7,Dirk Nowitzki,25000000,26568866,2016
8,Carmelo Anthony,24559380,26100595,2016
9,Damian Lillard,24328425,25855146,2016
10,Chris Bosh,23741060,25230921,2016
11,Dwight Howard,23500000,24974734,2016
12,Dwyane Wade,23200000,24655907,2016
13,Chris Paul,22868827,24303952,2016
14,Harrison Barnes,22116750,23504678,2016
15,Andre Drummond,22116750,23504678,2016
16,Chandler Parsons,22116750,23504678,2016
17,Hassan Whiteside,22116750,23504678,2016
18,Anthony Davis,22116750,23504678,2016
19,Bradley Beal,22116750,23504678,2016
20,Derrick Rose,21323252,22661385,2016
21,Brook Lopez,21165675,22493919,2016
22,Kevin Love,21165675,22493919,2016
23,DeAndre Jordan,21165675,22493919,2016
24,Marc Gasol,21165675,22493919,2016
25,Nicolas Batum,20869566,22179228,2016
26,LaMarcus Aldridge,20575005,21866182,2016
27,Blake Griffin,20093064,21353997,2016
28,Paul Millsap,20072033,21331646,2016
29,Ryan Anderson,18735364,19911095,2016
30,Allen Crabbe,18500000,19660961,2016
31,Paul George,18100000,19235859,2016
32,Luol Deng,18000000,19129583,2016
33,Kyrie Irving,17638063,18744933,2016
34,Kawhi Leonard,17638063,18744933,2016
35,Jimmy Butler,17552209,18653691,2016
36,Tobias Harris,17200000,18279379,2016
37,Wesley Matthews,17145838,18221819,2016
38,Greg Monroe,17145838,18221819,2016
39,Enes Kanter,17145838,18221819,2016
40,Joakim Noah,17000000,18066829,2016
41,Evan Fournier,17000000,18066829,2016
42,Bismack Biyombo,17000000,18066829,2016
43,Klay Thompson,16663575,17709291,2016
44,Evan Turner,16393443,17422207,2016
45,Gordon Hayward,16073140,17081804,2016
46,Timofey Mozgov,16000000,17004074,2016
47,Ian Mahinmi,16000000,17004074,2016
48,Goran Dragic,15891725,16889004,2016
49,DeMarcus Cousins,15756438,16745227,2016
50,John Wall,15756438,16745227,2016
51,Kent Bazemore,15730337,16717488,2016
52,Pau Gasol,15500000,16472697,2016
53,Tristan Thompson,15330435,16292491,2016
54,Draymond Green,15330435,16292491,2016
55,Khris Middleton,15200000,16153870,2016
56,Danilo Gallinari,15050000,15994457,2016
57,Jeff Green,15000000,15941319,2016
58,Reggie Jackson,14956522,15895113,2016
59,Deron Williams,14885520,15819654,2016
60,Tony Parker,14445313,15351823,2016
61,Jonas Valanciunas,14382023,15284561,2016
62,DeMarre Carroll,14200000,15091116,2016
63,Rajon Rondo,14000000,14878565,2016
64,Eric Bledsoe,14000000,14878565,2016
65,Manu Ginobili,14000000,14878565,2016
66,Ricky Rubio,13400000,14240912,2016
67,Rudy Gay,13333333,14170061,2016
68,Jamal Crawford,13253012,14084700,2016
69,Robin Lopez,13219250,14048819,2016
70,Michael Kidd-Gilchrist,13000000,13815810,2016
71,JR Smith,12800000,13603259,2016
72,Brandon Knight,12606250,13397350,2016
73,Jordan Clarkson,12500000,13284433,2016
74,Arron Afflalo,12500000,13284433,2016
75,Tyson Chandler,12415000,13194098,2016
76,Miles Plumlee,12400000,13178157,2016
77,Eric Gordon,12385665,13162923,2016
78,John Henson,12267606,13037455,2016
79,Marvin Williams,12250000,13018744,2016
80,Serge Ibaka,12250000,13018744,2016
81,Stephen Curry,12112359,12872465,2016
82,Nikola Pekovic,12100000,12859331,2016
83,Kenneth Faried,12078652,12836643,2016
84,Thaddeus Young,12078652,12836643,2016
85,Amir Johnson,12000000,12753055,2016
86,Kemba Walker,12000000,12753055,2016
87,Kyle Lowry,12000000,12753055,2016
88,Marcin Gortat,12000000,12753055,2016
89,Nikola Vucevic,11750000,12487367,2016
90,Solomon Hill,11709603,12444435,2016
91,Jeremy Lin,11483254,12203881,2016
92,Andrew Bogut,11410378,12126432,2016
93,Courtney Lee,11242000,11947487,2016
94,Wilson Chandler,11233146,11938078,2016
95,Andre Iguodala,11131368,11829913,2016
96,Derrick Favors,11050000,11743438,2016
97,Austin Rivers,11000000,11690301,2016
98,Jrue Holiday,11000000,11690301,2016
99,Joe Johnson,11000000,11690301,2016
100,Jon Leuer,10991957,11681753,2016
101,Anderson Varejao,10851659,11532650,2016
102,Monta Ellis,10763500,11438959,2016
103,Mirza Teletovic,10500000,11158923,2016
104,Jared Dudley,10470000,11127041,2016
105,Al Jefferson,10230179,10872170,2016
106,Tyreke Evans,10203755,10844088,2016
107,Zach Randolph,10000000,10627546,2016
108,Terrence Ross,10000000,10627546,2016
109,Danny Green,10000000,10627546,2016
110,Alec Burks,9904495,10526048,2016
111,Omer Asik,9904494,10526047,2016
112,Iman Shumpert,9662922,10269315,2016
113,Matthew Dellavedova,9607500,10210415,2016
114,Jerryd Bayless,9424084,10015489,2016
115,Trevor Booker,9250000,9830480,2016
116,Meyers Leonard,9213484,9791672,2016
117,Gerald Henderson,9000000,9564791,2016
118,Moe Harkless,8988764,9552850,2016
119,Taj Gibson,8950000,9511654,2016
120,E'Twaun Moore,8801363,9353689,2016
121,Kris Humphries,8630000,9171572,2016
122,Ersan Ilyasova,8400000,8927139,2016
123,Dwight Powell,8375000,8900570,2016
124,Avery Bradley,8269663,8788622,2016
125,Tiago Splitter,8250000,8767725,2016
126,Darrell Arthur,8070175,8576615,2016
127,Kosta Koufos,8046500,8551455,2016
128,Tyler Zeller,8000000,8502037,2016
129,Jeff Teague,8000000,8502037,2016
130,Kevin Garnett,8000000,8502037,2016
131,Garrett Temple,8000000,8502037,2016
132,Anthony Tolliver,8000000,8502037,2016
133,George Hill,8000000,8502037,2016
134,Channing Frye,7806971,8296894,2016
135,Trevor Ariza,7800000,8289486,2016
136,Jose Calderon,7708427,8192165,2016
137,Al-Farouq Aminu,7680965,8162981,2016
138,Cole Aldrich,7643979,8123674,2016
139,Corey Brewer,7612172,8089871,2016
140,Festus Ezeli,7400000,7864384,2016
141,Markieff Morris,7400000,7864384,2016
142,JJ Redick,7377500,7840472,2016
143,Cory Joseph,7315000,7774050,2016
144,DJ Augustin,7250000,7704971,2016
145,Jeremy Lamb,7000000,7439282,2016
146,Louis Williams,7000000,7439282,2016
147,Rodney Stuckey,7000000,7439282,2016
148,Boris Diaw,7000000,7439282,2016
149,Sergio Rodriguez,6800000,7226731,2016
150,Carl Landry,6750000,7173593,2016
151,Ed Davis,6666667,7085031,2016
152,Isaiah Thomas,6587131,7000504,2016
153,Victor Oladipo,6552960,6964188,2016
154,Jodie Meeks,6540000,6950415,2016
155,Matt Barnes,6508351,6916780,2016
156,Aron Baynes,6500000,6907905,2016
157,Marco Belinelli,6333333,6730779,2016
158,Jae Crowder,6286408,6680909,2016
159,Tarik Black,6191000,6579514,2016
160,Lance Thomas,6191000,6579514,2016
161,Andrew Nicholson,6088993,6471105,2016
162,Patrick Patterson,6050000,6429665,2016
163,Andrew Wiggins,6006600,6383542,2016
164,Ramon Sessions,6000000,6376527,2016
165,Ishmael Smith,6000000,6376527,2016
166,Patrick Beverley,6000000,6376527,2016
167,Wayne Ellington,6000000,6376527,2016
168,Alex Abrines,5994764,6370963,2016
169,Karl-Anthony Towns,5960160,6334187,2016
170,Ben Simmons,5903160,6273610,2016
171,Otto Porter,5893981,6263855,2016
172,Nikola Mirotic,5782450,6145325,2016
173,Shaun Livingston,5782450,6145325,2016
174,Josh McRoberts,5782450,6145325,2016
175,Spencer Hawes,5782450,6145325,2016
176,Brandan Wright,5709880,6068201,2016
177,Tim Duncan,5643750,5997921,2016
178,Boban Marjanovic,5628000,5981183,2016
179,Wesley Johnson,5628000,5981183,2016
180,Tyler Johnson,5628000,5981183,2016
181,Jared Sullinger,5628000,5981183,2016
182,Brandon Jennings,5587318,5937947,2016
183,Nick Young,5443918,5785549,2016
184,Jabari Parker,5374320,5711583,2016
185,Lance Stephenson,5371672,5708767,2016
186,D'Angelo Russell,5332800,5667457,2016
187,Josh Smith,5331729,5666319,2016
188,Cody Zeller,5318313,5652061,2016
189,PJ Tucker,5300000,5632599,2016
190,Brandon Ingram,5281680,5613129,2016
191,Kyle Korver,5239437,5568236,2016
192,Darren Collison,5229454,5557626,2016
193,Larry Sanders,5207722,5534530,2016
194,Langston Galloway,5200000,5526324,2016
195,Derrick Williams,5020145,5335181,2016
196,Jonas Jerebko,5000000,5313773,2016
197,Luis Scola,5000000,5313773,2016
198,Roy Hibbert,5000000,5313773,2016
199,Tony Allen,5000000,5313773,2016
200,CJ Watson,5000000,5313773,2016
201,Jason Smith,5000000,5313773,2016
202,Alexis Ajinca,4863206,5168394,2016
203,Mike Dunleavy,4837500,5141075,2016
204,Kyle Singler,4837500,5141075,2016
205,Joel Embiid,4826160,5129023,2016
206,Alex Len,4823621,5126325,2016
207,Jahlil Okafor,4788840,5089361,2016
208,Jaylen Brown,4743000,5040645,2016
209,Marcus Morris,4625000,4915240,2016
210,CJ Miles,4583450,4871082,2016
211,Jameer Nelson,4540525,4825464,2016
212,Nerlens Noel,4384490,4659637,2016
213,Aaron Gordon,4351320,4624385,2016
214,Greivis Vasquez,4347826,4620672,2016
215,Kristaps Porzingis,4317720,4588677,2016
216,Dragan Bender,4276320,4544678,2016
217,Vince Carter,4264057,4531646,2016
218,Devin Harris,4227996,4493322,2016
219,Jose Juan Barea,4096950,4354052,2016
220,Ben McLemore,4008882,4260457,2016
221,Thabo Sefolosha,4000000,4251018,2016
222,James Johnson,4000000,4251018,2016
223,Udonis Haslem,4000000,4251018,2016
224,Jordan Hill,4000000,4251018,2016
225,Leandro Barbosa,4000000,4251018,2016
226,Dante Exum,3940320,4187593,2016
227,Kyle O'Quinn,3918750,4164669,2016
228,Mario Hezonja,3909840,4155200,2016
229,Kris Dunn,3872520,4115538,2016
230,Nemanja Bjelica,3800000,4038467,2016
231,Nick Collison,3750000,3985329,2016
232,Kentavious Caldwell-Pope,3678319,3909150,2016
233,Quincy Pondexter,3617978,3845022,2016
234,Marcus Smart,3578880,3803471,2016
235,Bojan Bogdanovic,3573020,3797243,2016
236,Willie Cauley-Stein,3551160,3774011,2016
237,Will Barton,3533333,3755066,2016
238,Paul Pierce,3527920,3749313,2016
239,Buddy Hield,3517200,3737920,2016
240,Mike Miller,3500000,3719641,2016
241,Lavoy Allen,3500000,3719641,2016
242,Brandon Rush,3500000,3719641,2016
243,Anthony Morrow,3488000,3706888,2016
244,Trey Burke,3386597,3599121,2016
245,Kevin Martin,3336000,3545349,2016
246,KJ McDaniels,3333333,3542515,2016
247,Mike Scott,3333333,3542515,2016
248,Troy Daniels,3332940,3542097,2016
249,Julius Randle,3267120,3472146,2016
250,Ronnie Price,3251227,3455255,2016
251,Emmanuel Mudiay,3241800,3445238,2016
252,CJ McCollum,3219579,3421622,2016
253,Jamal Murray,3210840,3412335,2016
254,Patrick Mills,3200000,3400814,2016
255,Michael Carter-Williams,3183526,3383307,2016
256,Omri Casspi,3149524,3347171,2016
257,Steven Adams,3140517,3337599,2016
258,Kelly Olynyk,3094013,3288176,2016
259,Shabazz Muhammad,3046299,3237468,2016
260,Justin Hamilton,3000000,3188263,2016
261,Dante Cunningham,3000000,3188263,2016
262,Giannis Antetokounmpo,2995420,3183396,2016
263,Nik Stauskas,2993040,3180867,2016
264,Stanley Johnson,2969880,3156253,2016
265,Quincy Acy,2965505,3151603,2016
266,Marquese Chriss,2941440,3126029,2016
267,Seth Curry,2898000,3079862,2016
268,Zaza Pachulia,2898000,3079862,2016
269,Nenê,2898000,3079862,2016
270,James Ennis,2898000,3079862,2016
271,Dion Waiters,2898000,3079862,2016
272,Mindaugas Kuzminskas,2898000,3079862,2016
273,Dewayne Dedmon,2898000,3079862,2016
274,Tomas Satoransky,2870813,3050969,2016
275,Tibor Pleiss,2800000,2975713,2016
276,Noah Vonleh,2751360,2924020,2016
277,Frank Kaminsky,2730000,2901320,2016
278,Dennis Schroeder,2708582,2878558,2016
279,Jakob Poeltl,2703960,2873646,2016
280,Aaron Brooks,2700000,2869437,2016
281,Elfrid Payton,2613600,2777615,2016
282,Justise Winslow,2593440,2756190,2016
283,Thon Maker,2568600,2729791,2016
284,Malcolm Delaney,2500000,2656886,2016
285,Randy Foye,2500000,2656886,2016
286,Richard Jefferson,2500000,2656886,2016
287,Martell Webster,2500000,2656886,2016
288,Doug McDermott,2483040,2638862,2016
289,Domantas Sabonis,2440200,2593333,2016
290,Shelvin Mack,2433334,2586037,2016
291,Myles Turner,2380440,2529823,2016
292,Tony Snell,2368327,2516950,2016
293,Archie Goodwin,2350999,2498534,2016
294,Gorgui Dieng,2348782,2496178,2016
295,Trey Lyles,2340600,2487483,2016
296,Mason Plumlee,2328530,2474656,2016
297,Taurean Prince,2318280,2463762,2016
298,Dario Saric,2318280,2463762,2016
299,Tim Hardaway Jr,2281605,2424786,2016
300,Reggie Bullock,2255644,2397196,2016
301,Alonzo Gee,2255408,2396944,2016
302,Zach LaVine,2240880,2381505,2016
303,Devin Booker,2223600,2363141,2016
304,Luc Mbah a Moute,2203000,2341248,2016
305,Georgios Papagiannis,2202240,2340440,2016
306,Maurice Williams,2194500,2332215,2016
307,Andre Roberson,2183072,2320069,2016
308,TJ Warren,2128920,2262519,2016
309,Rudy Gobert,2121287,2254407,2016
310,Cameron Payne,2112480,2245047,2016
311,Joe Ingles,2100000,2231784,2016
312,Denzel Valentine,2092200,2223495,2016
313,Tim Frazier,2090000,2221157,2016
314,Adreian Payne,2022240,2149144,2016
315,Kelly Oubre,2006640,2132565,2016
316,Juan Hernangomez,1987440,2112161,2016
317,Jusuf Nurkic,1921320,2041891,2016
318,Lucas Nogueira,1921320,2041891,2016
319,Terry Rozier,1906440,2026077,2016
320,James Young,1825200,1939739,2016
321,Rashad Vaughn,1811040,1924691,2016
322,Kevin Seraphin,1800000,1912958,2016
323,Wade Baldwin,1793760,1906326,2016
324,Tyler Ennis,1733880,1842689,2016
325,Sam Dekker,1720560,1828533,2016
326,Joffrey Lauvergne,1709719,1817011,2016
327,Henry Ellenson,1704120,1811061,2016
328,Gary Harris,1655880,1759794,2016
329,Jerian Grant,1643040,1746148,2016
330,Malik Beasley,1627320,1729441,2016
331,RJ Hunter,1625240,1727230,2016
332,Bruno Caboclo,1589640,1689397,2016
333,Delon Wright,1577280,1676261,2016
334,Jarrett Jack,1571705,1670335,2016
335,Caris LeVert,1562280,1660320,2016
336,Chris Andersen,1551659,1649032,2016
337,James Jones,1551659,1649032,2016
338,David West,1551659,1649032,2016
339,Raymond Felton,1551659,1649032,2016
340,Brandon Bass,1551659,1649032,2016
341,Metta World Peace,1551659,1649032,2016
342,Jason Terry,1551659,1649032,2016
343,Steve Novak,1551659,1649032,2016
344,Caron Butler,1551659,1649032,2016
345,David Lee,1551659,1649032,2016
346,Mitch McGary,1526040,1621806,2016
347,Justin Anderson,1514160,1609180,2016
348,Marcelo Huertas,1500000,1594131,2016
349,DeAndre Bembry,1499760,1593876,2016
350,Jordan Adams,1465080,1557020,2016
351,Demetrius Jackson,1450000,1540994,2016
352,Malachi Richardson,1439880,1530239,2016
353,Gerald Green,1410598,1499119,2016
354,Sasha Vujacic,1410598,1499119,2016
355,Rodney Hood,1406520,1494785,2016
356,Bobby Portis,1404600,1492745,2016
357,JaVale McGee,1403611,1491694,2016
358,Marreese Speights,1403611,1491694,2016
359,Michael Beasley,1403611,1491694,2016
360,Rondae Hollis-Jefferson,1395600,1483180,2016
361,Willy Hernangomez,1375000,1461287,2016
362,Deyonta Davis,1369229,1455154,2016
363,Nikola Jokic,1358500,1443752,2016
364,Shabazz Napier,1350120,1434846,2016
365,Tyus Jones,1339680,1423751,2016
366,Sasha Kaun,1333420,1417098,2016
367,Timothe Luwawu,1326960,1410232,2016
368,Alan Anderson,1315448,1397998,2016
369,Ty Lawson,1315448,1397998,2016
370,Marcus Thornton,1315448,1397998,2016
371,Clint Capela,1296240,1377585,2016
372,Jarell Martin,1286160,1366872,2016
373,Brice Johnson,1273920,1353864,2016
374,Jeremy Evans,1227286,1304303,2016
375,Luke Babbitt,1227286,1304303,2016
376,Jordan Mickey,1223653,1300442,2016
377,CJ Wilcox,1209600,1285508,2016
378,Larry Nance Jr,1207680,1283467,2016
379,Terrence Jones,1207194,1282950,2016
380,Pascal Siakam,1196040,1271097,2016
381,Kyle Anderson,1192080,1266888,2016
382,Josh Huestis,1191480,1266250,2016
383,Chris McCullough,1191480,1266250,2016
384,Skal Labissiere,1188840,1263445,2016
385,Livio Jean-Charles,1188840,1263445,2016
386,Kevon Looney,1182840,1257068,2016
387,Dejounte Murray,1180080,1254135,2016
388,Damian Jones,1171560,1245080,2016
389,Hollis Thompson,1131040,1202017,2016
390,Isaiah Whitehead,1074145,1141552,2016
391,Joseph Young,1052342,1118381,2016
392,Rakeem Christmas,1052342,1118381,2016
393,Brian Roberts,1050961,1116913,2016
394,Pablo Prigioni,1050961,1116913,2016
395,Thomas Robinson,1050961,1116913,2016
396,John Jenkins,1050961,1116913,2016
397,Glenn Robinson III,1050500,1116423,2016
398,Montrezl Harrell,1045000,1110578,2016
399,Ivica Zubac,1034865,1099807,2016
400,Richaun Holmes,1024000,1088260,2016
401,Anthony Brown,1023838,1088087,2016
402,Mike Muscala,1015696,1079435,2016
403,Anthony Bennett,1015696,1079435,2016
404,Isaiah Canaan,1015696,1079435,2016
405,Ian Clark,1015696,1079435,2016
406,Justin Holiday,1015696,1079435,2016
407,Robert Covington,1015696,1079435,2016
408,Jeff Withey,1015696,1079435,2016
409,DeAndre Liggins,1015695,1079433,2016
410,Walter Tavares,1006000,1069130,2016
411,Joe Harris,980431,1041957,2016
412,Sean Kilpatrick,980431,1041957,2016
413,Nick Johnson,980431,1041957,2016
414,Beno Udrih,980431,1041957,2016
415,James Michael McAdoo,980431,1041957,2016
416,JaMychal Green,980431,1041957,2016
417,Louis Amundson,980431,1041957,2016
418,Jerami Grant,980431,1041957,2016
419,Damjan Rudez,980431,1041957,2016
420,Elton Brand,980000,1041499,2016
421,Axel Toupane,977534,1038877,2016
422,Stephen Zimmerman,950000,1009616,2016
423,Andrew Harrison,945000,1004303,2016
424,Bobby Brown,940070,999063,2016
425,Tyler Ulis,918369,976000,2016
426,Jason Thompson,893333,949393,2016
427,Raul Neto,877800,932886,2016
428,Malcolm Brogdon,875000,929910,2016
429,Christian Wood,874636,929523,2016
430,Cristiano Felicio,874636,929523,2016
431,Jordan McRae,874636,929523,2016
432,Salah Mejri,874636,929523,2016
433,Darrun Hilliard,874636,929523,2016
434,Josh Richardson,874636,929523,2016
435,TJ McConnell,874636,929523,2016
436,Alan Williams,874636,929523,2016
437,Pat Connaughton,874636,929523,2016
438,Jonathon Simmons,874636,929523,2016
439,Norman Powell,874636,929523,2016
440,Paul Zipser,750000,797065,2016
441,Spencer Dinwiddie,726672,772274,2016
442,Ryan Kelly,713305,758068,2016
443,Jonathan Gibson,671346,713476,2016
444,Joel Anthony,663810,705467,2016
445,Troy Williams,652165,693091,2016
446,AJ Hammons,650000,690790,2016
447,Michael Gbinije,650000,690790,2016
448,Georges Niang,650000,690790,2016
449,Briante Weber,623447,662570,2016
450,Donatas Motiejunas,607491,645613,2016
451,Jake Layman,600000,637652,2016
452,Joel Bolomboy,600000,637652,2016
453,John Lucas,580344,616763,2016
454,Gary Payton II,578636,614947,2016
455,Toney Douglas,564868,600316,2016
456,Treveon Graham,543471,577576,2016
457,Kay Felder,543471,577576,2016
458,Nicolas Brussino,543471,577576,2016
459,Dorian Finney-Smith,543471,577576,2016
460,Patrick McCaw,543471,577576,2016
461,Kyle Wiltjer,543471,577576,2016
462,Chinanu Onuaku,543471,577576,2016
463,Diamond Stone,543471,577576,2016
464,Rodney McGruder,543471,577576,2016
465,Cheick Diallo,543471,577576,2016
466,Ron Baker,543471,577576,2016
467,Marshall Plumlee,543471,577576,2016
468,Maurice Ndour,543471,577576,2016
469,Semaj Christon,543471,577576,2016
470,Derrick Jones,543471,577576,2016
471,Tim Quarterman,543471,577576,2016
472,Davis Bertans,543471,577576,2016
473,Bryn Forbes,543471,577576,2016
474,Fred VanVleet,543471,577576,2016
475,Daniel Ochefu,543471,577576,2016
476,Sheldon Mac,543471,577576,2016
477,Danuel House,543471,577576,2016
478,Chasson Randle,541170,575130,2016
479,Arinze Onuaku,426775,453557,2016
480,Yogi Ferrell,409300,434985,2016
481,Johnny O'Bryant,392169,416779,2016
482,Aaron Harrison,365289,388212,2016
483,Okaro White,310995,330511,2016
484,Isaiah Taylor,305000,324140,2016
485,Norris Cole,288131,306212,2016
486,Ben Bentil,281968,299662,2016
487,Jarell Eddie,277898,295337,2016
488,Elliot Williams,250000,265688,2016
489,Yi Jianlian,250000,265688,2016
490,Lamar Patterson,242963,258210,2016
491,Jordan Crawford,234920,249662,2016
492,Nicolas Laprovittola,204601,217440,2016
493,Reggie Williams,193307,205437,2016
494,Pierre Jackson,191810,203846,2016
495,Brandon Paul,155000,164726,2016
496,Shawn Long,154512,164208,2016
497,Robbie Hummel,150000,159413,2016
498,Jarnell Stokes,150000,159413,2016
499,Mike Tobey,138937,147655,2016
500,Patricio Garino,131968,140249,2016
501,Jarrod Uthoff,129920,138072,2016
502,Marcus Paige,125000,132844,2016
503,Ray McCallum,119493,126991,2016
504,Manny Harris,119493,126991,2016
505,Wayne Selden,115087,122309,2016
506,Egidijus Mockevicius,100000,106275,2016
507,Stefan Jankovic,100000,106275,2016
508,JP Tokoto,100000,106275,2016
509,Isaiah Cousins,100000,106275,2016
510,Quinn Cook,95904,101922,2016
511,Marcus Georges-Hunt,88936,94516,2016
512,Jordan Farmar,82976,88183,2016
513,Prince Ibeh,77250,82097,2016
514,Keith Benson,75000,79706,2016
515,Kaleb Tarczewski,75000,79706,2016
516,Ryan Arcidiacono,75000,79706,2016
517,Henry Sims,75000,79706,2016
518,Quincy Ford,75000,79706,2016
519,Alex Poythress,73743,78370,2016
520,David Nwaba,73528,78142,2016
521,Gary Neal,72193,76723,2016
522,Kyle Collinsworth,70000,74392,2016
523,Thomas Walkup,69500,73861,2016
524,James Webb,65000,69079,2016
525,Zach Auguste,60000,63765,2016
526,Brady Heslip,56500,60045,2016
527,Matt Costello,50000,53137,2016
528,Damion Lee,50000,53137,2016
529,Nate Wolters,50000,53137,2016
530,DJ Kennedy,50000,53137,2016
531,Scott Wood,50000,53137,2016
532,Elgin Cook,50000,53137,2016
533,Julyan Stone,50000,53137,2016
534,Alex Caruso,50000,53137,2016
535,Anthony Barber,50000,53137,2016
536,Dionte Christmas,50000,53137,2016
537,EJ Singler,50000,53137,2016
538,Beau Beech,45000,47823,2016
539,Phil Pressey,35000,37196,2016
540,Nikola Jovanovic,30000,31882,2016
541,Jalen Jones,25000,26568,2016
542,Nick Zeisloft,25000,26568,2016
543,Tony Wroten,25000,26568,2016
544,Dahntay Jones,24022,25529,2016
0,Stephen Curry,34682550,36266630,2017
1,LeBron James,33285709,34805990,2017
2,Paul Millsap,30769231,32174575,2017
3,Gordon Hayward,29727900,31085683,2017
4,Blake Griffin,29512900,30860863,2017
5,Kyle Lowry,28903704,30223842,2017
6,Mike Conley,28530608,29833706,2017
7,James Harden,28299399,29591937,2017
8,Russell Westbrook,28299399,29591937,2017
9,DeMar DeRozan,27739975,29006962,2017
10,Al Horford,27734405,29001137,2017
11,Carmelo Anthony,26243760,27442409,2017
12,Damian Lillard,26153057,27347563,2017
13,Jrue Holiday,25686667,26859871,2017
14,Chris Bosh,25289390,26444449,2017
15,Kevin Durant,25000000,26141842,2017
16,Otto Porter,24773250,25904735,2017
17,Chris Paul,24268959,25377412,2017
18,CJ McCollum,23962573,25057032,2017
19,Andre Drummond,23775506,24861421,2017
20,Hassan Whiteside,23775506,24861421,2017
21,Anthony Davis,23775506,24861421,2017
22,Bradley Beal,23775506,24861421,2017
23,Dwight Howard,23500000,24573331,2017
24,Harrison Barnes,23112004,24167614,2017
25,Chandler Parsons,23112004,24167614,2017
26,JJ Redick,23000000,24050494,2017
27,Kevin Love,22642350,23676509,2017
28,DeAndre Jordan,22642350,23676509,2017
29,Brook Lopez,22642350,23676509,2017
30,Marc Gasol,22642350,23676509,2017
31,Giannis Antetokounmpo,22471911,23498286,2017
32,Steven Adams,22471911,23498286,2017
33,Nicolas Batum,22434783,23459462,2017
34,LaMarcus Aldridge,21461010,22441213,2017
35,Greg Monroe,21384175,22360868,2017
36,Rudy Gobert,21224719,22194130,2017
37,Victor Oladipo,21000000,21959147,2017
38,Danilo Gallinari,20559599,21498631,2017
39,Serge Ibaka,20061729,20978022,2017
40,George Hill,20000000,20913473,2017
41,Ryan Anderson,19578455,20472675,2017
42,Paul George,19300000,20181502,2017
43,Jeff Teague,19000000,19867800,2017
44,Kyrie Irving,18868626,19730425,2017
45,Kawhi Leonard,18868625,19730424,2017
46,Jimmy Butler,18696918,19550875,2017
47,Allen Crabbe,18500000,19344963,2017
48,DeMarcus Cousins,18063850,18888892,2017
49,John Wall,18063850,18888892,2017
50,Enes Kanter,17884176,18701012,2017
51,Wesley Matthews,17884175,18701011,2017
52,Dwyane Wade,17878652,18695235,2017
53,Klay Thompson,17826150,18640336,2017
54,Joakim Noah,17765000,18576393,2017
55,Kentavious Caldwell-Pope,17745894,18556414,2017
56,Luol Deng,17190000,17975130,2017
57,Evan Turner,17131148,17913590,2017
58,Goran Dragic,17000450,17776923,2017
59,Bismack Biyombo,17000000,17776452,2017
60,Evan Fournier,17000000,17776452,2017
61,Kent Bazemore,16910112,17682459,2017
62,Robert Covington,16698103,17460767,2017
63,Tim Hardaway Jr,16500000,17253615,2017
64,Tristan Thompson,16400000,17149048,2017
65,Draymond Green,16400000,17149048,2017
66,Reggie Jackson,16000000,16730779,2017
67,Tobias Harris,16000000,16730779,2017
68,Pau Gasol,16000000,16730779,2017
69,Ian Mahinmi,16000000,16730779,2017
70,Dennis Schroeder,15500000,16207942,2017
71,Jonas Valanciunas,15460675,16166821,2017
72,Tony Parker,15453126,16158927,2017
73,Timofey Mozgov,15280000,15977894,2017
74,Jamal Crawford,15270762,15968233,2017
75,Andre Iguodala,14814815,15491462,2017
76,DeMarre Carroll,14800000,15475970,2017
77,Eric Bledsoe,14500000,15162268,2017
78,Gorgui Dieng,14112360,14756923,2017
79,Khris Middleton,14100000,14743999,2017
80,Ricky Rubio,14100000,14743999,2017
81,Mason Plumlee,14041096,14682404,2017
82,Taj Gibson,14000000,14639431,2017
83,Robin Lopez,13788500,14418271,2017
84,JR Smith,13760000,14388470,2017
85,James Johnson,13734000,14361282,2017
86,Joe Ingles,13636364,14259187,2017
87,Brandon Knight,13618750,14240768,2017
88,Marvin Williams,13168750,13770215,2017
89,Michael Kidd-Gilchrist,13000000,13593758,2017
90,Tyson Chandler,13000000,13593758,2017
91,Eric Gordon,12943020,13534175,2017
92,Kenneth Faried,12921348,13511513,2017
93,Thaddeus Young,12921348,13511513,2017
94,Marcin Gortat,12782609,13366437,2017
95,Cody Zeller,12584270,13159040,2017
96,Nikola Mirotic,12500000,13070921,2017
97,Miles Plumlee,12400000,12966353,2017
98,Zach Randolph,12307692,12869829,2017
99,Nikola Vucevic,12250000,12809502,2017
100,Solomon Hill,12236535,12795422,2017
101,Dion Waiters,12100000,12652651,2017
102,Wilson Chandler,12016854,12565708,2017
103,Kelly Olynyk,12007169,12555580,2017
104,Jeremy Lin,12000000,12548084,2017
105,Kemba Walker,12000000,12548084,2017
106,Derrick Favors,12000000,12548084,2017
107,Austin Rivers,11825000,12365091,2017
108,Courtney Lee,11747890,12284459,2017
109,Nikola Pekovic,11600000,12129814,2017
110,Jordan Clarkson,11562500,12090602,2017
111,John Henson,11422536,11944245,2017
112,Amir Johnson,11000000,11502410,2017
