,Player,Actual_Salary,Adjusted_Salary,Year
515,Daryl Macon,77250,78523,2018
516,Thomas Welsh,77250,78523,2018
517,DeVaughn Akoon-Purcell,77250,78523,2018
518,Archie Goodwin,77250,78523,2018
519,Keenan Evans,77250,78523,2018
520,Zach Lofton,77250,78523,2018
521,Damion Lee,77250,78523,2018
522,Marcus Derrickson,77250,78523,2018
523,Vincent Edwards,77250,78523,2018
524,Trevon Duval,77250,78523,2018
525,Angel Delgado,77250,78523,2018
526,Johnathan Motley,77250,78523,2018
527,Alex Caruso,77250,78523,2018
528,Yuta Watanabe,77250,78523,2018
529,DJ Stephens,77250,78523,2018
530,Jarnell Stokes,77250,78523,2018
531,Julian Washburn,77250,78523,2018
532,Duncan Robinson,77250,78523,2018
533,Jaylen Morris,77250,78523,2018
534,Bonzie Colson,77250,78523,2018
535,Jared Terrell,77250,78523,2018
536,CJ Williams,77250,78523,2018
537,Trevon Bluiett,77250,78523,2018
538,Isaiah Hicks,77250,78523,2018
539,Kadeem Allen,77250,78523,2018
540,Tyler Davis,77250,78523,2018
541,Donte Grantham,77250,78523,2018
542,Troy Caupain,77250,78523,2018
543,Amile Jefferson,77250,78523,2018
544,Shake Milton,77250,78523,2018
545,Haywood Highsmith,77250,78523,2018
546,George King,77250,78523,2018
547,Troy Williams,77250,78523,2018
548,Drew Eubanks,77250,78523,2018
549,Jordan Loyd,77250,78523,2018
550,Naz Long,77250,78523,2018
551,Tyler Cavanaugh,77250,78523,2018
552,Devin Robinson,77250,78523,2018
553,Jordan McRae,77250,78523,2018
554,Jonathan Gibson,76236,77492,2018
555,Kobi Simmons,76236,77492,2018
556,Andre Ingram,76236,77492,2018
557,Scott Machado,76236,77492,2018
558,Charles Cooke,76236,77492,2018
559,Scotty Hopson,76236,77492,2018
560,Wenyen Gabriel,75000,76236,2018
561,Billy Garrett,67370,68480,2018
562,Brandon Goodwin,56845,57782,2018
563,Mitch Creek,56845,57782,2018
564,Jemerrio Jones,52170,53030,2018
565,Jordan Sibert,47370,48150,2018
566,Isaac Humphries,47370,48150,2018
567,Mitchell Creek,47370,48150,2018
568,Tahjere McCall,47370,48150,2018
569,Michael Frazier,47370,48150,2018
570,Stephan Hicks,47370,48150,2018
571,Dusty Hannahs,47370,48150,2018
572,Kendrick Nunn,47370,48150,2018
573,Richard Solomon,47370,48150,2018
574,Cody Demps,47370,48150,2018
575,Tarik Phillip,47370,48150,2018
