Player,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Center,Forward,Guard,All Star,Total All Star,MVP,Rookie of Year,DPOY,6th man of Year,Most Improved,Finals MVP,Total MVP,Total Rookie of Year,Total DPOY,Total 6th man of Year,Total Most Improved,Total Finals MVP,All NBA 1st Team,All NBA 2nd Team,All NBA 3rd Team,Total All NBA 1st Team,Total All NBA 2nd Team,Total All NBA 3rd Team,All Rookie 1st Team,All Rookie 2nd Team,Total All Rookie 1st Team,Total All Rookie 2nd Team,All Defensive 1st Team,All Defensive 2nd Team,Total All Defensive 1st Team,Total All Defensive 2nd Team,Pick,Draft Year,YOS,New Team,Salary,Salary Cap,% of Cap
Chris Chiozza,23.0,HOU,7.0,0.0,4.7,0.3,1.1,0.25,0.3,0.7,0.4,0.0,0.4,0.0,0.375,0.0,0.0,0.0,0.1,0.4,0.6,0.6,0.1,0.1,0.1,0.3,0.9,2019,7.0,0.375,0.625,0.0,3.3,10.3,6.7,16.1,1.5,2.6,11.1,11.8,0.0,0.0,0.0,0.023,-2.7,1.4,-1.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,WAS,159136,109140000.0,0.1
JJ Barea,34.0,DAL,38.0,0.0,19.8,4.2,10.1,0.418,1.0,3.4,0.297,3.2,6.8,0.479,0.46799999999999997,1.4,2.1,0.705,0.3,2.2,2.5,5.6,0.6,0.0,1.9,1.3,10.9,2019,16.3,0.495,0.332,0.203,1.9,11.6,6.8,47.5,1.4,0.1,14.7,28.1,0.4,0.6,1.0,0.064,1.2,-1.8,-0.6,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,DAL,2564753,109140000.0,2.3
Avery Bradley,28.0,MEM,63.0,63.0,30.2,3.9,9.7,0.408,1.4,3.9,0.35100000000000003,2.6,5.8,0.446,0.479,0.7,0.8,0.86,0.7,2.1,2.8,2.4,0.7,0.3,1.4,2.7,9.9,2019,7.6,0.496,0.40299999999999997,0.08199999999999999,2.5,7.3,4.9,11.8,1.0,0.7,12.4,16.2,-0.6,1.0,0.3,0.009000000000000001,-2.8,-0.9,-3.7,-0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19.0,2010.0,9.0,LAL,6767000,109140000.0,6.2
Bojan Bogdanovic,29.0,IND,81.0,81.0,31.8,6.4,13.0,0.49700000000000005,2.0,4.8,0.425,4.4,8.2,0.5379999999999999,0.575,3.0,3.8,0.807,0.4,3.7,4.1,2.0,0.9,0.0,1.7,1.7,18.0,2019,16.1,0.613,0.36700000000000005,0.29,1.5,12.7,7.2,9.5,1.3,0.0,10.2,22.4,3.9,2.8,6.8,0.126,1.3,-0.6,0.7,1.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31.0,2011.0,8.0,UTA,17000000,109140000.0,15.6
Ben McLemore,25.0,SAC,19.0,0.0,8.3,1.3,3.4,0.391,0.9,2.2,0.415,0.4,1.2,0.348,0.523,0.4,0.6,0.667,0.2,0.7,0.9,0.2,0.3,0.2,0.3,1.2,3.9,2019,10.5,0.541,0.6409999999999999,0.188,1.9,9.4,5.5,3.4,1.8,1.6,6.7,19.4,0.1,0.1,0.2,0.055,-2.1,-1.4,-3.5,-0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2013.0,6.0,HOU,2028594,109140000.0,1.9
Troy Daniels,27.0,PHO,51.0,1.0,14.9,2.2,5.4,0.41100000000000003,1.5,3.8,0.381,0.8,1.6,0.48100000000000004,0.545,0.4,0.5,0.7829999999999999,0.3,1.2,1.4,0.5,0.5,0.1,0.5,1.5,6.2,2019,9.8,0.5579999999999999,0.705,0.084,1.9,8.9,5.3,5.0,1.6,0.5,8.7,17.6,0.2,0.1,0.3,0.02,-1.7,-2.0,-3.7,-0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,LAL,2487033,109140000.0,2.3
Patrick Beverley,30.0,LAC,78.0,49.0,27.4,2.5,6.1,0.40700000000000003,1.4,3.6,0.397,1.1,2.5,0.42100000000000004,0.524,1.2,1.6,0.78,1.0,4.0,5.0,3.8,0.9,0.6,1.1,3.4,7.6,2019,11.8,0.561,0.591,0.258,3.9,15.0,9.6,18.4,1.5,1.6,13.8,12.2,2.8,2.0,4.8,0.10800000000000001,-0.3,1.2,0.9,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,42.0,2009.0,10.0,LAC,12345680,109140000.0,11.3
Khem Birch,26.0,ORL,50.0,1.0,12.9,1.8,3.0,0.603,0.0,0.0,0.0,1.8,3.0,0.607,0.603,1.2,1.7,0.6990000000000001,1.6,2.2,3.8,0.8,0.4,0.6,0.4,1.4,4.8,2019,19.2,0.64,0.006999999999999999,0.55,13.0,18.8,15.8,8.5,1.4,3.8,9.6,14.1,1.8,1.0,2.8,0.212,0.1,1.0,1.2,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,ORL,3000000,109140000.0,2.7
Wilson Chandler,31.0,LAC,51.0,33.0,23.1,2.2,5.4,0.418,1.2,3.1,0.373,1.1,2.3,0.478,0.526,0.4,0.5,0.72,0.9,3.3,4.2,1.6,0.5,0.4,0.9,2.4,6.0,2019,8.5,0.537,0.579,0.092,4.4,14.6,9.7,9.1,1.0,1.4,13.9,11.8,0.5,1.0,1.5,0.062,-2.3,-0.5,-2.8,-0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2007.0,12.0,BRK,2564753,109140000.0,2.3
Shaquille Harrison,25.0,CHI,73.0,11.0,19.6,2.5,5.8,0.43200000000000005,0.3,1.2,0.27,2.2,4.6,0.475,0.46,1.1,1.7,0.667,0.5,2.6,3.0,1.9,1.2,0.4,0.8,1.7,6.5,2019,12.4,0.494,0.209,0.289,2.5,14.5,8.4,14.1,3.0,1.8,11.1,16.5,-0.1,1.6,1.4,0.048,-2.8,1.5,-1.3,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,CHI,1620564,109140000.0,1.5
Dewayne Dedmon,29.0,ATL,64.0,52.0,25.1,4.0,8.2,0.49200000000000005,1.3,3.4,0.382,2.8,4.8,0.57,0.5710000000000001,1.4,1.8,0.8140000000000001,1.6,5.9,7.5,1.4,1.1,1.1,1.3,3.3,10.8,2019,16.0,0.602,0.413,0.215,6.7,25.0,15.7,8.1,2.0,3.8,12.7,16.7,2.1,1.9,4.0,0.11900000000000001,-0.3,0.8,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,SAC,13333334,109140000.0,12.2
Quinn Cook,25.0,GSW,74.0,10.0,14.3,2.8,5.9,0.465,1.1,2.7,0.405,1.7,3.2,0.515,0.557,0.3,0.4,0.769,0.3,1.8,2.1,1.6,0.3,0.0,0.7,1.2,6.9,2019,13.1,0.565,0.456,0.059000000000000004,2.3,13.0,7.9,15.2,0.9,0.2,10.0,20.2,1.0,0.8,1.8,0.08199999999999999,-0.5,-1.6,-2.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,LAL,3000000,109140000.0,2.7
Tyson Chandler,36.0,LAL,55.0,6.0,15.9,1.1,1.8,0.616,0.0,0.0,0.0,1.1,1.8,0.622,0.616,0.9,1.6,0.586,1.7,3.9,5.6,0.7,0.4,0.4,0.8,2.0,3.1,2019,11.2,0.63,0.01,0.879,11.1,25.3,18.3,5.3,1.1,2.2,23.4,8.5,0.9,1.2,2.1,0.114,-2.9,0.8,-2.1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2001.0,18.0,HOU,2564753,109140000.0,2.3
Ed Davis,29.0,BRK,81.0,1.0,17.9,2.3,3.7,0.616,0.0,0.0,0.0,2.3,3.7,0.62,0.616,1.2,2.0,0.617,2.7,5.9,8.6,0.8,0.4,0.4,0.8,2.8,5.8,2019,17.3,0.632,0.006999999999999999,0.536,15.8,34.6,25.2,6.0,1.2,1.8,14.6,12.7,3.3,2.5,5.7,0.191,-0.6,0.7,0.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2010.0,9.0,UTA,4767000,109140000.0,4.4
JaVale McGee,31.0,LAL,75.0,62.0,22.3,5.3,8.5,0.624,0.0,0.2,0.083,5.3,8.4,0.634,0.625,1.3,2.0,0.632,2.6,4.9,7.5,0.7,0.6,2.0,1.4,2.8,12.0,2019,21.8,0.634,0.019,0.237,12.3,22.5,17.5,4.8,1.3,7.3,13.2,20.2,3.0,2.9,5.9,0.171,0.3,1.2,1.4,1.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2008.0,11.0,LAL,4000000,109140000.0,3.7
Cheick Diallo,22.0,NOP,64.0,1.0,14.0,2.6,4.2,0.62,0.0,0.1,0.25,2.6,4.2,0.625,0.622,0.8,1.0,0.746,1.2,4.0,5.2,0.5,0.5,0.5,0.8,1.8,6.0,2019,17.5,0.644,0.015,0.247,8.8,29.3,19.2,5.1,1.5,3.0,14.0,16.0,1.4,1.2,2.6,0.14,-1.1,0.1,-0.9,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,2016.0,3.0,PHO,1678854,109140000.0,1.5
Marquese Chriss,21.0,CLE,43.0,2.0,11.6,1.6,4.2,0.37200000000000005,0.4,1.7,0.222,1.2,2.5,0.47200000000000003,0.41700000000000004,0.7,1.0,0.711,0.9,2.4,3.3,0.5,0.4,0.3,0.8,1.9,4.2,2019,9.2,0.455,0.4,0.25,8.6,23.6,15.8,6.5,1.7,1.9,15.3,20.6,-0.6,0.4,-0.2,-0.023,-5.7,-1.9,-7.5,-0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,2016.0,3.0,GSW,1413273,109140000.0,1.3
Kyle O'Quinn,28.0,IND,45.0,3.0,8.2,1.5,3.0,0.507,0.0,0.3,0.083,1.5,2.8,0.5479999999999999,0.511,0.4,0.5,0.81,0.6,2.0,2.6,1.2,0.2,0.6,0.7,1.5,3.5,2019,16.8,0.537,0.08800000000000001,0.154,8.9,26.4,17.8,22.4,1.2,6.0,17.6,20.8,0.2,0.8,1.0,0.125,-2.5,3.0,0.4,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,2012.0,7.0,PHI,2174318,109140000.0,2.0
Ricky Rubio,28.0,UTA,68.0,67.0,27.9,4.3,10.7,0.40399999999999997,1.2,3.7,0.311,3.2,7.0,0.45399999999999996,0.45799999999999996,2.9,3.4,0.855,0.5,3.1,3.6,6.1,1.3,0.1,2.6,2.6,12.7,2019,14.0,0.52,0.348,0.312,1.9,11.8,6.9,32.1,2.3,0.4,17.8,22.7,0.9,2.8,3.7,0.095,-1.0,0.8,-0.2,0.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2009.0,10.0,PHO,16200000,109140000.0,14.8
D'Angelo Russell,22.0,BRK,81.0,81.0,30.2,8.1,18.7,0.434,2.9,7.8,0.369,5.2,10.9,0.48200000000000004,0.512,2.0,2.5,0.78,0.7,3.2,3.9,7.0,1.2,0.2,3.1,1.7,21.1,2019,19.4,0.5329999999999999,0.419,0.135,2.3,11.2,6.8,41.3,1.9,0.6,13.6,31.9,2.4,2.6,5.0,0.09699999999999999,4.0,-0.6,3.4,3.4,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2015.0,4.0,GSW,27285000,109140000.0,25.0
Garrett Temple,32.0,LAC,75.0,55.0,27.2,2.8,6.6,0.42200000000000004,1.2,3.5,0.341,1.6,3.1,0.515,0.513,1.1,1.4,0.748,0.4,2.5,2.9,1.4,1.0,0.4,0.9,2.7,7.8,2019,8.5,0.5429999999999999,0.535,0.217,1.5,10.2,5.8,7.4,1.8,1.4,11.5,13.2,0.3,2.0,2.2,0.052000000000000005,-3.3,0.5,-2.8,-0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,BRK,4767000,109140000.0,4.4
David Nwaba,26.0,CLE,51.0,14.0,19.3,2.5,5.1,0.48100000000000004,0.5,1.5,0.32,2.0,3.7,0.545,0.527,1.1,1.7,0.682,0.8,2.4,3.2,1.1,0.7,0.3,0.6,2.1,6.5,2019,12.5,0.5579999999999999,0.28600000000000003,0.324,4.4,14.4,9.2,8.1,1.8,1.5,8.8,14.6,1.1,0.3,1.4,0.069,-1.8,-0.3,-2.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,BRK,1678854,109140000.0,1.5
Bobby Portis,23.0,WAS,50.0,28.0,26.0,5.6,12.6,0.444,1.5,3.8,0.39299999999999996,4.1,8.7,0.467,0.504,1.5,1.9,0.794,2.2,5.9,8.1,1.4,0.7,0.4,1.5,2.9,14.2,2019,16.1,0.529,0.304,0.154,9.0,24.9,16.8,8.8,1.3,1.3,9.9,24.6,0.5,1.1,1.6,0.06,-0.2,-2.3,-2.4,-0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2015.0,4.0,NYK,15000000,109140000.0,13.7
Thabo Sefolosha,34.0,UTA,50.0,2.0,12.2,1.4,3.0,0.47700000000000004,0.7,1.6,0.436,0.7,1.4,0.521,0.591,0.3,0.4,0.636,0.2,2.3,2.5,0.5,0.9,0.1,0.5,0.8,3.8,2019,12.1,0.599,0.523,0.14800000000000002,1.4,20.1,10.9,6.1,3.4,0.7,13.6,12.9,0.2,1.2,1.5,0.115,-1.6,3.1,1.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,2006.0,13.0,HOU,2564753,109140000.0,2.3
Danny Green,31.0,TOR,80.0,80.0,27.7,3.7,7.9,0.465,2.5,5.4,0.455,1.2,2.4,0.48700000000000004,0.622,0.5,0.6,0.841,0.8,3.2,4.0,1.6,0.9,0.7,0.9,2.1,10.3,2019,13.0,0.632,0.69,0.07,3.0,12.2,7.7,7.7,1.6,2.0,10.4,14.1,3.0,2.9,5.9,0.128,1.1,0.8,2.0,2.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46.0,2009.0,10.0,LAL,14634147,109140000.0,13.4
Tomas Satoransky,27.0,WAS,80.0,54.0,27.1,3.2,6.6,0.485,0.8,2.0,0.395,2.4,4.6,0.524,0.545,1.6,2.0,0.8190000000000001,1.0,2.5,3.5,5.0,1.0,0.2,1.5,2.2,8.9,2019,14.1,0.59,0.306,0.302,4.0,10.0,7.0,24.6,1.8,0.5,16.7,14.1,3.8,0.9,4.7,0.10400000000000001,-0.4,-0.3,-0.7,0.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2012.0,7.0,CHI,10000000,109140000.0,9.2
JaKarr Sampson,25.0,CHI,4.0,0.0,31.8,7.3,13.5,0.537,1.3,3.5,0.35700000000000004,6.0,10.0,0.6,0.583,4.3,5.3,0.81,1.3,6.8,8.0,1.0,1.0,0.8,1.0,2.0,20.0,2019,22.5,0.633,0.259,0.389,4.2,23.4,13.7,5.3,1.5,2.0,5.9,23.1,0.3,0.1,0.5,0.17300000000000001,3.6,0.2,3.7,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,IND,1737145,109140000.0,1.6
Mike Scott,30.0,PHI,79.0,3.0,17.7,2.1,5.3,0.4,1.3,3.2,0.401,0.8,2.1,0.39899999999999997,0.52,0.3,0.4,0.667,0.5,2.9,3.5,0.8,0.3,0.2,0.6,2.0,5.8,2019,8.6,0.528,0.6,0.079,3.4,17.2,10.5,6.4,0.9,0.7,9.2,14.4,0.4,1.2,1.6,0.053,-1.9,-0.7,-2.5,-0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,2012.0,7.0,PHI,4767000,109140000.0,4.4
Julius Randle,24.0,NOP,73.0,49.0,30.6,7.8,14.9,0.524,0.9,2.7,0.344,6.9,12.2,0.564,0.555,4.9,6.7,0.731,2.2,6.5,8.7,3.1,0.7,0.6,2.8,3.4,21.4,2019,21.0,0.6,0.179,0.447,7.6,21.6,14.7,15.8,1.1,1.6,13.8,27.8,4.2,1.9,6.1,0.131,2.1,-0.6,1.5,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2014.0,5.0,NYK,18000000,109140000.0,16.5
James Ennis,28.0,PHI,58.0,27.0,21.2,2.4,5.1,0.469,0.9,2.7,0.353,1.4,2.4,0.601,0.563,1.0,1.4,0.716,1.0,2.1,3.1,0.7,0.7,0.4,0.6,2.6,6.7,2019,11.0,0.59,0.531,0.276,5.3,10.9,8.1,4.7,1.6,1.6,9.3,12.7,1.6,1.0,2.6,0.10300000000000001,-1.4,-0.2,-1.5,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2013.0,6.0,PHI,1882867,109140000.0,1.7
Rudy Gay,32.0,SAS,69.0,51.0,26.7,5.4,10.8,0.504,1.1,2.7,0.402,4.4,8.1,0.537,0.5539999999999999,1.7,2.1,0.816,0.9,5.9,6.8,2.6,0.8,0.5,1.7,2.3,13.7,2019,17.5,0.583,0.247,0.19699999999999998,3.8,23.9,13.9,14.7,1.4,1.6,12.3,22.1,2.2,2.2,4.4,0.115,0.8,0.6,1.4,1.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,2006.0,13.0,SAS,14500000,109140000.0,13.3
Joe Chealey,23.0,CHO,1.0,0.0,8.0,1.0,3.0,0.33299999999999996,0.0,0.0,0.0,1.0,3.0,0.33299999999999996,0.33299999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2019,2.0,0.33299999999999996,0.0,0.0,0.0,0.0,0.0,17.7,0.0,0.0,0.0,16.2,0.0,0.0,0.0,-0.08,-8.5,-6.0,-14.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,CHO,163356,109140000.0,0.1
Markieff Morris,29.0,OKC,58.0,16.0,21.9,3.5,8.3,0.42100000000000004,1.2,3.5,0.335,2.3,4.8,0.484,0.49200000000000005,1.2,1.6,0.772,1.1,3.5,4.6,1.4,0.6,0.4,0.9,3.0,9.4,2019,11.7,0.521,0.419,0.19,5.0,17.5,11.1,8.8,1.3,1.5,9.3,19.1,0.6,1.1,1.6,0.061,-2.1,-0.6,-2.7,-0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2011.0,8.0,DET,3709887,109140000.0,3.4
Tim Frazier,28.0,MIL,59.0,19.0,19.0,2.0,4.4,0.444,0.6,1.7,0.366,1.3,2.7,0.494,0.515,0.7,0.9,0.759,0.7,2.2,2.8,4.2,0.5,0.1,1.3,1.9,5.3,2019,11.7,0.544,0.387,0.207,3.9,11.5,7.7,27.6,1.2,0.4,21.1,13.3,1.3,0.7,2.0,0.084,-1.4,-0.4,-1.8,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,DET,1620564,109140000.0,1.5
Pau Gasol,38.0,MIL,30.0,6.0,12.0,1.4,3.1,0.447,0.2,0.4,0.462,1.2,2.7,0.444,0.479,0.9,1.3,0.7,0.7,3.8,4.6,1.7,0.2,0.5,0.5,1.0,3.9,2019,16.7,0.529,0.138,0.426,6.7,34.2,20.6,19.1,0.7,3.5,12.5,15.6,0.5,0.5,1.1,0.142,1.0,2.1,3.1,0.5,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2001.0,18.0,POR,5538540,109140000.0,5.1
Isaiah Thomas,29.0,DEN,12.0,0.0,15.1,2.8,8.3,0.34299999999999997,1.0,3.6,0.27899999999999997,1.8,4.7,0.39299999999999996,0.40399999999999997,1.4,2.3,0.63,0.4,0.7,1.1,1.9,0.4,0.1,1.5,1.4,8.1,2019,7.0,0.43700000000000006,0.434,0.273,3.0,4.8,3.9,18.6,1.4,0.5,14.0,30.4,-0.4,0.1,-0.3,-0.077,-4.0,-2.5,-6.5,-0.2,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,60.0,2011.0,8.0,WAS,2320044,109140000.0,2.1
Daniel Theis,26.0,BOS,66.0,2.0,13.8,2.2,4.0,0.5489999999999999,0.4,1.0,0.38799999999999996,1.8,3.0,0.603,0.598,0.8,1.2,0.737,1.3,2.1,3.4,1.0,0.3,0.6,0.5,2.4,5.7,2019,17.0,0.624,0.252,0.28600000000000003,10.2,16.2,13.2,10.5,1.1,4.1,9.9,15.8,2.3,1.3,3.5,0.188,-0.8,0.9,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,BOS,5000000,109140000.0,4.6
